X_peptide;Y_peptide;RD1_x;RD2_x;medRD_mas1;bcnum_x;RD1_y;RD2_y;medRD_mas2;bcnum_y
O3;O3;0.0496628255674121;0.0645519693350369;0.0561339736532402;136;0.0676537004662005;0.0735745218332732;0.0729151236853799;76
O3;O4;3.21107081780042;3.57542815399279;3.34739438149939;214;6.69335604770017;5.6547700754976;6.34641293364769;113
O3;O5;0.0594365450852248;0.0686607142857143;0.0630921105007563;194;0.0706126687435099;0.0669642857142857;0.0669710806697108;105
O3;O6;0.045643153526971;0.0620689655172414;0.056255247691016;189;0.0730769230769231;0.0718562874251497;0.0737913486005089;97
O3;O7;0.0506756756756757;0.0606060606060606;0.0543428831286949;167;0.0725655552944658;0.070121284965035;0.0699412423902838;74
O3;O8;0.0503766539597455;0.0671142828990893;0.0569723948190052;180;0.0772771317829457;0.0796404986326875;0.0786201191651417;98
O3;O9;0.0537383177570093;0.0666666666666667;0.0610169491525424;243;0.0769230769230769;0.0762430939226519;0.077502691065662;119
O4;O1;0.0645161290322581;0.0733333333333333;0.068;159;0.0776699029126214;0.0710227272727273;0.0769230769230769;107
O4;O10;0.0521885521885522;0.0671140939597315;0.0593434343434343;131;0.0695187165775401;0.0696969696969697;0.0673469387755102;101
O4;O11;2.06389051983507;1.91491131322608;1.91910483894384;202;2.8410882341884;2.5822695035461;2.91433287084063;100
O4;O12;0.0831807081807082;0.0783210655450403;0.0811309464445996;226;0.195547514159849;0.127530410969483;0.161790780141844;108
O4;O13;0.0524017467248908;0.0683760683760684;0.062888198757764;147;0.0768932418455639;0.0662047086324929;0.0747603073637292;76
O4;O14;0.0666666666666667;0.0769230769230769;0.0722433460076046;171;0.0783132530120482;0.0771478667445938;0.0817610062893082;95
O4;O15;0.070668271831573;0.0727395581991284;0.0728976198290278;200;0.093865171990172;0.0811640643950516;0.0849230157814443;110
O4;O16;0.0544747081712062;0.0630284396617986;0.06;149;0.0763218390804598;0.0777238029146426;0.0779569892473118;89
O4;O2;0.0549645390070922;0.0574162679425837;0.0571428571428571;155;0.0615093659942363;0.0635372030612746;0.0622036461739699;86
O4;O3;3.66680718320546;3.88583509513742;3.74921080322694;165;4.34104046242775;4.94513274336283;4.64045977011494;73
O4;O4;0.0578034682080925;0.0652173913043478;0.0608439646712463;189;0.0795918367346939;0.0801104972375691;0.0816901408450704;93
O4;O5;0.0674346779847282;0.0681736027036487;0.0692710886317745;188;0.0739130434782609;0.071399919775371;0.0738738738738739;115
O4;O6;0.0655270655270655;0.0742115027829314;0.0689655172413793;211;0.0835920959774171;0.0824699164589422;0.0890727721342212;114
O4;O7;0.0537724767326285;0.0660073196235622;0.0583320731891728;192;0.0714285714285714;0.0742453685710584;0.0736393802450161;114
O4;O8;0.0512820512820513;0.0634920634920635;0.0569105691056911;213;0.0783699059561129;0.0765027322404372;0.0740740740740741;111
O4;O9;0.0585034013605442;0.0697674418604651;0.0660377358490566;247;0.0741935483870968;0.080545229244114;0.0793201133144476;121
O5;O1;0.0477031802120141;0.0606060606060606;0.0543259557344064;137;0.0787037037037037;0.0769230769230769;0.0750500847588226;81
O5;O10;0.0552147239263804;0.0669456066945607;0.0625;137;0.0784837177298771;0.0771345267389873;0.0756588816776415;76
O5;O11;0.0541907514450867;0.0659340659340659;0.0604026845637584;161;0.0711272458360645;0.0756412823796486;0.0718331000775908;82
O5;O12;0.0451356332244819;0.0594928044342048;0.0548378474697078;162;0.0677506775067751;0.0639474593847217;0.0656984785615491;89
O5;O13;0.0664658634538153;0.0730285145417052;0.071767683260484;148;0.0918918918918919;0.0884353741496599;0.0924321201617562;85
O5;O14;0.268731725146199;0.170646227490312;0.219838146768791;188;0.494821818578498;0.40241314974623;0.451228210570265;110
O5;O15;0.0639726137305769;0.0719859317852056;0.0709570495517545;168;0.0783410138248848;0.0791666666666667;0.0814774579033134;93
O5;O16;0.0520833333333333;0.0688679245283019;0.0625;161;0.0682459705874051;0.0770734641702384;0.070997958964443;100
